,AQI,Net Migration Outflow,year
1190,34.0,72,2018
1191,29.0,-43,2019
1192,10.0,133,1993
1193,11.0,172,1994
1194,13.0,348,1995
1195,7.0,258,1996
1196,10.0,451,1997
1197,16.0,54,1993
1198,17.0,54,1994
1199,20.0,0,1995
1200,18.0,85,1996
1201,18.0,7,1997
1202,17.0,-8,1998
1203,15.0,69,1999
1204,15.0,87,2000
1205,14.0,43,2001
1206,14.0,-16,2002
1207,14.0,70,2003
1208,12.0,113,2004
1209,14.0,110,2005
1210,15.0,46,2006
1211,41.0,89,2007
1212,39.0,155,2008
1213,14.0,16,2009
1214,15.0,-7,2010
1215,36.0,76,2011
1216,31.0,16,2012
1217,34.0,6,2013
1218,32.0,-76,2014
1219,30.0,-8,2015
1220,24.0,60,2016
1221,22.0,39,2017
1222,14.0,41,1996
1223,16.0,27,1997
1224,25.0,85,2000
1225,30.0,52,2001
1226,26.0,88,2002
1227,31.0,48,2003
1228,30.0,81,2004
1229,29.0,29,1997
1230,40.0,-15,1998
1231,42.0,-3,1999
1232,42.0,-14,2000
1233,31.0,36,2001
1234,27.0,33,2002
1235,28.0,115,2003
1236,27.0,29,2004
1237,35.0,-15,2005
1238,36.0,12,2006
1239,33.0,3,2007
1240,34.0,59,2008
1241,38.0,-24,2009
1242,42.0,23,2010
1243,42.0,-7,2011
1244,42.0,88,2012
1245,41.0,74,2013
1246,40.0,48,2014
1247,40.0,-56,2015
1248,36.0,-6,2016
1249,40.0,10,2017
1250,42.0,-15,2018
1251,38.0,52,2019
1252,34.0,12,1993
1253,50.0,-83,1994
1254,57.0,240,1995
1255,37.0,311,1996
1256,31.0,231,1997
1257,44.0,83,1998
1258,53.0,132,1999
1259,52.0,-21,2000
1260,33.0,56,2001
1261,36.0,152,2002
1262,33.0,187,2003
1263,36.0,-8,2004
1264,40.0,16,2005
1265,33.0,73,2006
1266,56.0,131,2007
1267,46.0,98,2008
1268,46.0,-49,2009
1269,53.0,272,2010
1270,54.0,179,2011
1271,52.0,52,2012
1272,56.0,157,2013
1273,53.0,82,2014
1274,42.0,59,2015
1275,38.0,10,2016
1276,38.0,301,2017
1277,41.0,108,2018
1278,32.0,232,2019
1279,49.0,-166,1993
1280,50.0,-270,1994
1281,46.0,14,1995
1282,38.0,586,1996
1283,42.0,63,1997
1284,36.0,499,1998
1285,45.0,-92,1999
1286,49.0,-306,2000
1287,50.0,149,2001
1288,52.0,359,2002
1289,55.0,153,2003
1290,49.0,204,2004
1291,56.0,-176,2005
1292,44.0,-592,2006
1293,44.0,-727,2007
1294,48.0,-526,2008
1295,44.0,231,2009
1296,47.0,215,2010
1297,45.0,-442,2011
1298,47.0,288,2012
1299,44.0,-134,2013
1300,45.0,-139,2014
1301,42.0,-365,2015
1302,40.0,-120,2016
1303,40.0,75,2017
1304,44.0,158,2018
1305,39.0,243,2019
1306,43.0,79,2002
1307,40.0,19,2003
1308,34.0,-22,2004
1309,33.0,-66,2005
1310,35.0,63,2006
1311,40.0,101,2007
1312,40.0,25,2008
1313,37.0,-9,2009
1314,43.0,26,2010
1315,41.0,-22,2011
1316,44.0,-42,2012
1317,42.0,-10,2013
1318,41.0,36,2014
1319,38.0,48,2015
1320,38.0,-73,2016
1321,40.0,-52,2017
1322,39.0,46,2018
1323,37.0,33,2019
1324,42.0,-719,1993
1325,44.0,-849,1994
1326,48.0,-555,1995
1327,47.0,-187,1996
1328,44.0,78,1997
1329,47.0,-41,1998
1330,43.0,-307,1999
1331,43.0,44,2000
1332,41.0,289,2001
1333,51.0,1037,2002
1334,49.0,-311,2003
1335,44.0,-263,2004
1336,56.0,-652,2005
1337,45.0,-208,2006
1338,53.0,605,2007
1339,46.0,513,2008
1340,39.0,752,2009
1341,44.0,593,2010
1342,50.0,96,2011
1343,48.0,324,2012
1344,47.0,-335,2013
1345,53.0,-362,2014
1346,42.0,-327,2015
1347,39.0,313,2016
1348,38.0,689,2017
1349,38.0,149,2018
1350,37.0,326,2019
1351,48.0,192,2009
1352,49.0,-245,2010
1353,39.0,209,2011
1354,33.0,703,2012
1355,34.0,866,2013
1356,33.0,404,2014
1357,30.0,246,2015
1358,25.0,634,2016
1359,27.0,1793,2017
1360,36.0,733,2018
1361,33.0,705,2019
1362,76.0,4137,1993
1363,77.0,4433,1994
1364,64.0,5987,1995
1365,54.0,5237,1996
1366,47.0,6753,1997
1367,52.0,7678,1998
1368,67.0,8128,1999
1369,66.0,8113,2000
1370,69.0,5551,2001
1371,66.0,8398,2002
1372,63.0,6997,2003
1373,64.0,7936,2004
1374,66.0,6611,2005
1375,63.0,4755,2006
1376,64.0,5508,2007
1377,57.0,4587,2008
1378,56.0,2909,2009
1379,61.0,4058,2010
1380,61.0,3622,2011
1381,61.0,4793,2012
1382,58.0,3729,2013
1383,56.0,4654,2014
1384,51.0,2153,2015
1385,48.0,7442,2016
1386,47.0,11863,2017
1387,49.0,6053,2018
1388,53.0,7039,2019
1389,14.0,-126,1993
1390,14.0,38,1994
1391,44.0,-133,2014
1392,47.0,-105,2015
1393,27.0,-326,1993
1394,19.0,-676,1994
1395,14.0,-604,1995
1396,16.0,-651,1996
1397,39.0,-842,1997
1398,67.0,-205,1998
1399,58.0,-733,1999
1400,49.0,-390,2000
1401,49.0,-8,2001
1402,58.0,-441,2002
1403,50.0,-327,2003
1404,45.0,-278,2004
1405,47.0,-402,2005
1406,43.0,-312,2006
1407,47.0,-297,2007
1408,43.0,-733,2008
1409,39.0,61,2009
1410,33.0,-308,2010
1411,36.0,-338,2011
1412,34.0,-97,2012
1413,37.0,-282,2013
1414,38.0,41,2014
1415,30.0,-52,2015
1416,24.0,-266,2016
1417,32.0,-771,2017
1418,34.0,-617,2018
1419,35.0,-522,2019
1420,37.0,-1158,1993
1421,34.0,-6,1994
1422,36.0,-747,1995
1423,34.0,627,1996
1424,34.0,1254,1997
1425,36.0,1505,1998
1426,44.0,1077,1999
1427,42.0,1114,2000
1428,42.0,1520,2001
1429,51.0,1776,2002
1430,50.0,1671,2003
1431,40.0,1379,2004
1432,47.0,1224,2005
1433,38.0,1189,2006
1434,51.0,912,2007
1435,41.0,706,2008
1436,48.0,1446,2009
1437,52.0,1227,2010
1438,49.0,1138,2011
1439,52.0,647,2012
1440,51.0,680,2013
1441,45.0,251,2014
1442,45.0,-39,2015
1443,41.0,23,2016
1444,40.0,795,2017
1445,42.0,532,2018
1446,41.0,384,2019
1447,49.0,-192,2000
1448,54.0,96,2001
1449,58.0,285,2002
1450,49.0,364,2003
1451,45.0,11,2004
1452,50.0,160,2005
1453,45.0,-95,2006
1454,54.0,-189,2007
1455,46.0,-119,2008
1456,44.0,-54,2009
1457,44.0,257,2010
1458,46.0,87,2011
1459,49.0,-176,2012
1460,44.0,-75,2013
1461,42.0,14,2014
1462,39.0,160,2015
1463,39.0,89,2016
1464,41.0,-260,2017
1465,34.0,-209,2018
1466,36.0,-272,2019
1467,29.0,-38,1993
1468,26.0,-50,1994
1469,21.0,-72,1995
1470,24.0,102,1996
1471,20.0,-90,1997
1472,21.0,3,1998
1473,20.0,-154,1999
1474,17.0,48,2000
1475,17.0,-71,2001
1476,17.0,31,2002
1477,19.0,-29,2003
1478,24.0,-60,2004
1479,19.0,77,2005
1480,16.0,47,2006
1481,32.0,-40,2017
1482,33.0,53,2018
1483,31.0,37,2019
1484,61.0,-48,1993
1485,59.0,-63,1994
1486,37.0,-45,1995
1487,29.0,-36,1996
1488,26.0,-67,1997
1489,29.0,-22,1998
1490,26.0,108,1999
1491,27.0,-18,2000
1492,23.0,91,2001
1493,21.0,24,2002
1494,17.0,17,2003
1495,21.0,19,2004
1496,24.0,-34,2005
1497,21.0,9,2006
1498,23.0,67,2007
1499,46.0,141,2008
1500,48.0,44,2009
1501,52.0,147,2010
1502,48.0,72,2011
1503,41.0,544,2012
1504,40.0,19,2013
1505,40.0,70,2014
1506,34.0,-15,2015
1507,32.0,31,2016
1508,32.0,-126,2017
1509,31.0,12,2018
1510,31.0,30,2019
1511,37.0,-93,1993
1512,36.0,77,1994
1513,23.0,28,1995
1514,27.0,8,1996
1515,23.0,-141,1997
1516,24.0,-19,1998
1517,34.0,-99,1999
1518,19.0,6,2000
1519,33.0,-35,2001
1520,27.0,-38,2002
1521,24.0,-24,2003
1522,24.0,9,2004
1523,19.0,67,2005
1524,21.0,-41,2006
1525,19.0,-68,2007
1526,21.0,-58,2008
1527,13.0,114,2009
1528,16.0,-5,2010
1529,11.0,99,2011
1530,10.0,48,2012
1531,6.0,153,2013
1532,6.0,-127,2014
1533,1.0,50,2015
1534,3.0,2,2016
1535,1.0,-66,2017
1536,1.0,-55,2018
1537,1.0,-117,2019
1538,30.0,-30,1997
1539,39.0,61,1998
1540,43.0,89,1999
1541,48.0,79,2000
1542,54.0,-12,2001
1543,31.0,94,2002
1544,30.0,65,2003
1545,48.0,56,2004
1546,54.0,61,2005
1547,47.0,108,2006
1548,48.0,-46,2007
1549,43.0,6,2008
1550,41.0,35,2009
1551,48.0,98,2010
1552,45.0,11,2011
1553,49.0,-499,2012
1554,42.0,29,2013
1555,45.0,21,2014
1556,43.0,95,2015
1557,41.0,47,2016
1558,40.0,76,2017
1559,35.0,11,2018
1560,37.0,75,2019
1561,46.0,-1124,1993
1562,43.0,-1244,1994
1563,44.0,-1522,1995
1564,44.0,-1482,1996
1565,44.0,-1278,1997
1566,46.0,-1194,1998
1567,48.0,-1009,1999
1568,51.0,-968,2000
1569,50.0,-1027,2001
1570,49.0,-1357,2002
1571,44.0,-1427,2003
1572,43.0,-1384,2004
1573,45.0,-2094,2005
1574,41.0,-1785,2006
1575,44.0,-1583,2007
1576,50.0,-1293,2008
1577,53.0,-1007,2009
1578,53.0,-730,2010
1579,44.0,-839,2011
1580,51.0,-778,2012
1581,45.0,-1121,2013
1582,48.0,-521,2014
1583,42.0,-816,2015
1584,38.0,-1145,2016
1585,41.0,-2333,2017
1586,41.0,-1326,2018
1587,41.0,-1227,2019
1588,20.0,-56,2000
1589,20.0,-51,2001
1590,18.0,-102,2002
1591,18.0,-100,2003
1592,17.0,-6,2004
1593,16.0,-214,2005
1594,29.0,83,1993
1595,30.0,103,1994
1596,21.0,-72,1995
1597,27.0,-60,1996
1598,51.0,87,1997
1599,74.0,88,1998
1600,58.0,53,1999
1601,54.0,-12,2000
1602,49.0,171,2001
1603,51.0,-35,2002
1604,47.0,135,2003
1605,45.0,55,2004
1606,47.0,-32,2005
1607,34.0,105,2006
1608,51.0,106,2007
1609,44.0,-27,2008
1610,41.0,122,2009
1611,43.0,-54,2010
1612,44.0,172,2011
1613,43.0,79,2012
1614,41.0,-43,2013
1615,43.0,-34,2014
1616,40.0,32,2015
1617,39.0,-127,2016
1618,42.0,-189,2017
1619,34.0,5,2018
1620,35.0,-100,2019
1621,65.0,-1918,1998
1622,64.0,-2417,1999
1623,67.0,-3582,2000
1624,48.0,-2888,2001
1625,50.0,-3266,2002
1626,41.0,-2753,2003
1627,38.0,-3593,2004
1628,37.0,-2695,2005
1629,32.0,-2660,2006
1630,34.0,-2838,2007
1631,32.0,-1869,2008
1632,37.0,-1643,2009
1633,41.0,-1172,2010
1634,40.0,-1227,2011
1635,45.0,-2695,2012
1636,38.0,-1615,2013
1637,36.0,-1545,2014
1638,35.0,-1042,2015
1639,40.0,-2263,2016
1640,38.0,-3188,2017
1641,33.0,-1630,2018
1642,34.0,-2211,2019
1643,49.0,40,2000
1644,53.0,77,2001
1645,53.0,97,2002
1646,48.0,147,2003
1647,46.0,-119,2004
1648,53.0,55,2005
1649,46.0,101,2006
1650,52.0,-45,2007
1651,44.0,-65,2008
1652,41.0,75,2009
1653,46.0,-160,2010
1654,40.0,200,2011
1655,35.0,-6,2012
1656,37.0,-15,2013
1657,36.0,-25,2014
1658,28.0,49,2015
1659,28.0,31,2016
1660,28.0,-239,2017
1661,31.0,-216,2018
1662,28.0,-78,2019
1663,54.0,-835,1993
1664,51.0,-843,1994
1665,47.0,-1005,1995
1666,50.0,-690,1996
1667,46.0,-1147,1997
1668,71.0,-895,1998
1669,54.0,-769,1999
1670,45.0,-647,2000
1671,49.0,-699,2001
1672,49.0,-1099,2002
1673,48.0,-976,2003
1674,44.0,-776,2004
1675,48.0,-1445,2005
1676,45.0,-1427,2006
1677,49.0,-963,2007
1678,47.0,-707,2008
1679,44.0,-537,2009
1680,45.0,-677,2010
1681,43.0,-263,2011
1682,40.0,376,2012
1683,40.0,-866,2013
1684,34.0,-574,2014
1685,34.0,-464,2015
1686,49.0,-4318,1993
1687,58.0,-4104,1994
1688,51.0,-4070,1995
1689,49.0,-4678,1996
1690,46.0,-4576,1997
1691,64.0,-5022,1998
1692,61.0,-5877,1999
1693,48.0,-6644,2000
1694,49.0,-6230,2001
1695,49.0,-6949,2002
1696,50.0,-7116,2003
1697,46.0,-6637,2004
1698,49.0,-6272,2005
1699,47.0,-5714,2006
1700,54.0,-5216,2007
1701,47.0,-5458,2008
1702,44.0,-4310,2009
1703,44.0,-3738,2010
1704,44.0,-3326,2011
1705,48.0,-3678,2012
1706,39.0,-3623,2013
1707,40.0,-2371,2014
1708,37.0,-1515,2015
1709,41.0,-3553,2016
1710,40.0,-6692,2017
1711,40.0,-4435,2018
1712,41.0,-3677,2019
1713,51.0,197,1999
1714,58.0,292,2000
1715,55.0,188,2001
1716,54.0,219,2002
1717,50.0,136,2003
1718,51.0,290,2004
1719,54.0,-90,2005
1720,49.0,516,2006
1721,51.0,215,2007
1722,44.0,190,2008
1723,42.0,409,2009
1724,43.0,-144,2010
1725,44.0,68,2011
1726,33.0,913,2012
1727,43.0,81,2014
1728,52.0,-163,2015
1729,36.0,-199,2016
1730,34.0,-31,2017
1731,39.0,-88,2018
1732,40.0,-253,2019
1733,19.0,-373,1993
1734,13.0,-541,1994
1735,13.0,-484,1995
1736,13.0,-360,1996
1737,16.0,-302,1997
1738,16.0,-430,1998
1739,15.0,-291,1999
1740,14.0,-460,2000
1741,13.0,-188,2001
1742,11.0,-247,2002
1743,10.0,-426,2003
1744,10.0,-307,2004
1745,13.0,-192,2005
1746,11.0,-394,2006
1747,7.0,-404,2007
1748,7.0,-237,2008
1749,6.0,-108,2009
1750,6.0,-248,2010
1751,4.0,29,2011
1752,4.0,-117,2012
1753,4.0,-70,2013
1754,3.0,-23,2014
1755,4.0,-7,2015
1756,47.0,44,2000
1757,49.0,140,2001
1758,54.0,87,2002
1759,48.0,170,2003
1760,44.0,132,2004
1761,51.0,21,2005
1762,46.0,286,2006
1763,49.0,92,2007
1764,46.0,272,2008
1765,40.0,-18,2009
1766,45.0,-986,2010
1767,42.0,-106,2011
1768,42.0,714,2012
1769,43.0,151,2013
1770,42.0,22,2014
1771,41.0,269,2015
1772,40.0,159,2016
1773,40.0,300,2017
1774,32.0,85,2018
1775,35.0,27,2019
1776,80.0,49,1993
1777,72.0,-44,1994
1778,24.0,31,1995
1779,13.0,-115,1996
1780,14.0,-119,1997
1781,17.0,99,1998
1782,20.0,-131,1999
1783,19.0,-44,2000
1784,19.0,-153,2001
1785,19.0,7,2002
1786,17.0,66,2003
1787,21.0,62,2004
1788,20.0,-30,2005
1789,48.0,158,2000
1790,46.0,143,2001
1791,47.0,-127,2002
1792,49.0,49,2003
1793,41.0,98,2004
1794,48.0,42,2005
1795,45.0,110,2006
1796,46.0,101,2007
1797,40.0,65,2008
1798,39.0,73,2009
1799,41.0,33,2010
1800,43.0,-20,2011
1801,42.0,17,2012
1802,36.0,134,2013
1803,35.0,-70,2014
1804,31.0,79,2015
1805,37.0,81,2016
1806,39.0,47,2017
1807,31.0,-147,2018
1808,31.0,26,2019
1809,41.0,-336,1993
1810,46.0,-368,1994
1811,49.0,-354,1995
1812,49.0,-168,1996
1813,44.0,-95,1997
1814,50.0,-4,1998
1815,54.0,68,1999
1816,51.0,117,2000
1817,48.0,-177,2001
1818,49.0,219,2002
1819,48.0,382,2003
1820,47.0,129,2004
1821,51.0,-49,2005
1822,47.0,63,2006
1823,57.0,197,2007
1824,58.0,-129,2008
1825,54.0,-55,2009
1826,52.0,32,2010
1827,55.0,-96,2011
1828,46.0,-242,2012
1829,44.0,-282,2013
1830,51.0,-108,2014
1831,44.0,-182,2015
1832,40.0,-59,2016
1833,41.0,-180,2017
1834,34.0,-634,2018
1835,35.0,-150,2019
1836,21.0,4,1993
1837,20.0,-41,1994
1838,24.0,-172,1995
1839,23.0,-94,1996
1840,20.0,97,1997
1841,11.0,-157,1998
1842,14.0,-118,1999
1843,14.0,106,2000
1844,11.0,108,2001
1845,7.0,28,2002
1846,10.0,113,2003
1847,11.0,18,2004
1848,11.0,91,2005
1849,11.0,-35,2006
1850,11.0,21,2007
1851,9.0,-56,2008
1852,4.0,158,2009
1853,7.0,-5,2010
1854,6.0,116,2011
1855,4.0,152,2012
1856,4.0,93,2013
1857,4.0,68,2014
1858,4.0,115,2015
1859,3.0,2,2016
1860,48.0,-150,2000
1861,54.0,-60,2001
1862,54.0,-25,2002
1863,49.0,-49,2003
1864,46.0,-68,2004
1865,51.0,14,2005
1866,49.0,-3,2006
1867,54.0,149,2007
1868,47.0,87,2008
1869,44.0,16,2009
1870,47.0,-80,2010
1871,48.0,132,2011
1872,48.0,157,2012
1873,44.0,37,2013
1874,43.0,77,2014
1875,41.0,46,2015
1876,40.0,28,2016
1877,42.0,-229,2017
1878,37.0,41,2018
1879,39.0,-73,2019
1880,43.0,37,1993
1881,47.0,87,1994
1882,36.0,-33,1995
1883,33.0,76,1996
1884,29.0,101,1997
1885,34.0,3,1998
1886,33.0,70,1999
1887,36.0,-241,2000
1888,40.0,-25,2001
1889,41.0,46,2002
1890,41.0,-97,2003
1891,44.0,-18,2004
1892,23.0,18,2005
1893,27.0,8,2006
1894,24.0,168,2007
1895,21.0,108,2008
1896,25.0,-20,2009
1897,21.0,-107,2010
1898,20.0,76,2011
1899,6.0,-76,2012
1900,6.0,-108,2013
1901,7.0,21,2014
1902,6.0,79,2015
1903,3.0,-16,2016
1904,1.0,-51,2017
1905,1.0,108,2018
1906,3.0,45,2019
1907,45.0,127,1993
1908,54.0,-71,1994
1909,50.0,294,1995
1910,49.0,222,1996
1911,43.0,404,1997
1912,61.0,524,1998
1913,54.0,241,1999
1914,50.0,257,2000
1915,54.0,767,2001
1916,58.0,457,2002
1917,51.0,448,2003
1918,47.0,177,2004
1919,52.0,176,2005
1920,47.0,-166,2006
1921,55.0,-120,2007
1922,47.0,45,2008
1923,44.0,-25,2009
1924,47.0,-46,2010
1925,47.0,29,2011
1926,47.0,178,2012
1927,44.0,-231,2013
1928,43.0,-326,2014
1929,38.0,72,2015
1930,38.0,-257,2016
1931,41.0,-448,2017
1932,41.0,-256,2018
1933,41.0,-363,2019
1934,19.0,35,1993
1935,37.0,-183,1994
1936,50.0,-75,1997
1937,40.0,-466,1993
1938,37.0,-12,1994
1939,39.0,54,1995
1940,36.0,-62,1996
1941,36.0,-92,1997
1942,34.0,6,1998
1943,32.0,-4,1999
1944,38.0,24,2000
1945,38.0,-306,2001
1946,41.0,-77,2002
1947,37.0,-7,2003
1948,35.0,-44,2004
1949,39.0,-386,2005
1950,34.0,-250,2006
1951,47.0,-382,2007
1952,34.0,-377,2008
1953,33.0,-352,2009
1954,36.0,-143,2010
1955,31.0,-158,2011
1956,35.0,-432,2012
1957,34.0,-347,2013
1958,35.0,-325,2014
1959,40.0,-104,2015
1960,36.0,-59,2016
1961,40.0,-230,2017
1962,36.0,-366,2018
1963,37.0,-106,2019
1964,51.0,787,1993
1965,51.0,848,1994
1966,53.0,1263,1995
1967,50.0,1743,1996
1968,49.0,1359,1997
1969,58.0,1767,1998
1970,69.0,1525,1999
1971,68.0,1464,2000
1972,71.0,1129,2001
1973,64.0,880,2002
1974,61.0,-524,2003
1975,58.0,-651,2004
1976,62.0,-1128,2005
1977,56.0,-985,2006
1978,56.0,-1245,2007
1979,53.0,-947,2008
1980,52.0,882,2009
1981,63.0,236,2010
1982,55.0,1290,2011
1983,54.0,1383,2012
1984,53.0,566,2013
1985,57.0,577,2014
1986,47.0,795,2015
1987,40.0,19,2016
1988,42.0,-1171,2017
1989,45.0,-1506,2018
1990,45.0,-1616,2019
1991,51.0,-305,1995
1992,50.0,135,2003
1993,35.0,168,1993
1994,38.0,94,1994
1995,38.0,153,1995
1996,38.0,-21,1996
1997,36.0,-8,1997
1998,39.0,186,1998
1999,41.0,100,1999
2000,41.0,225,2000
2001,43.0,89,2001
2002,40.0,31,2002
2003,41.0,129,2003
2004,40.0,37,2004
2005,44.0,68,2005
2006,39.0,57,2006
2007,44.0,49,2007
2008,40.0,-24,2008
2009,38.0,97,2009
2010,42.0,111,2010
2011,43.0,35,2011
2012,39.0,71,2012
2013,36.0,46,2013
2014,34.0,130,2014
2015,34.0,16,2015
2016,35.0,38,2016
2017,36.0,199,2017
2018,35.0,-3,2018
2019,36.0,30,2019
2020,50.0,-1376,1997
2021,71.0,-1764,1998
2022,61.0,-2097,1999
2023,48.0,-1666,2000
2024,49.0,-1510,2001
2025,54.0,-1876,2002
2026,50.0,-955,2003
2027,45.0,-1220,2004
2028,48.0,-1447,2005
2029,47.0,-2040,2006
2030,51.0,-1864,2007
2031,46.0,-1921,2008
2032,44.0,-600,2009
2033,44.0,-444,2010
2034,44.0,-761,2011
2035,47.0,-890,2012
2036,42.0,-518,2013
2037,37.0,-725,2014
2038,39.0,-651,2015
2039,38.0,-1510,2016
2040,39.0,-2194,2017
2041,77.0,-742,1993
2042,77.0,1541,1994
2043,72.0,1605,1995
2044,76.0,1081,1996
2045,65.0,991,1997
2046,66.0,2362,1998
2047,74.0,2194,1999
2048,58.0,551,2000
2049,66.0,791,2001
2050,59.0,-102,2002
2051,46.0,313,2003
2052,43.0,581,2004
2053,49.0,-41,2005
2054,41.0,-397,2006
2055,54.0,-61,2007
2056,46.0,464,2008
2057,43.0,-45,2009
2058,45.0,202,2010
2059,47.0,932,2011
2060,44.0,898,2012
2061,44.0,1411,2013
2062,41.0,809,2014
2063,41.0,694,2015
2064,40.0,619,2016
2065,39.0,1140,2017
2066,44.0,281,2018
2067,43.0,1415,2019
2068,68.0,-566,2000
2069,52.0,-517,2001
2070,49.0,-1290,2002
2071,49.0,-1548,2003
2072,52.0,-1413,2004
2073,51.0,-858,2005
2074,56.0,-976,2006
2075,49.0,-1782,2007
2076,53.0,-904,2008
2077,52.0,-911,2009
2078,52.0,-1182,2010
2079,52.0,-1387,2011
2080,43.0,35,2012
2081,38.0,-33,2013
2082,46.0,507,2014
2083,35.0,-225,2015
2084,33.0,-955,2016
2085,35.0,-569,2017
2086,34.0,-665,2018
2087,38.0,-957,2019
2088,64.0,-5560,1999
2089,49.0,-5643,2000
2090,43.0,-6063,2001
2091,42.0,-6331,2002
2092,44.0,-6640,2003
2093,54.0,-5965,2004
2094,53.0,-6019,2005
2095,57.0,-6424,2006
2096,54.0,-5539,2007
2097,49.0,-3458,2008
2098,43.0,-2480,2009
2099,46.0,-3139,2010
2100,47.0,-980,2011
2101,43.0,-1248,2012
2102,38.0,-1100,2013
2103,40.0,-1788,2014
2104,36.0,-1533,2015
2105,40.0,-2838,2016
2106,39.0,-3831,2017
2107,34.0,-3211,2018
2108,37.0,-3021,2019
2109,51.0,-15124,1995
2110,48.0,-9211,1996
2111,48.0,-12307,1997
2112,67.0,-7896,1998
2113,64.0,-10992,1999
2114,58.0,-12896,2000
2115,43.0,-9011,2001
2116,46.0,-7748,2002
2117,46.0,-7517,2003
2118,56.0,-9448,2004
2119,56.0,-7867,2005
2120,59.0,-11495,2006
2121,58.0,-8842,2007
2122,49.0,-4299,2008
2123,45.0,-3732,2009
2124,47.0,-787,2010
2125,50.0,-3562,2011
2126,45.0,-4525,2012
2127,40.0,-8043,2013
2128,41.0,-4587,2014
2129,40.0,-2541,2015
2130,42.0,-4119,2016
2131,42.0,-2011,2017
2132,43.0,-283,2018
2133,45.0,259,2019
2134,63.0,-1326,1999
2135,60.0,-1385,2000
2136,56.0,-1155,2001
2137,54.0,-885,2002
2138,55.0,-425,2003
2139,54.0,-523,2004
2140,52.0,-846,2005
2141,54.0,-1693,2006
2142,51.0,-2138,2007
2143,55.0,-1507,2008
2144,48.0,157,2009
2145,55.0,-67,2010
2146,52.0,-720,2011
2147,45.0,86,2012
2148,42.0,-1457,2013
2149,47.0,-716,2014
2150,48.0,-614,2015
2151,30.0,-1732,2016
2152,36.0,-1428,2017
2153,30.0,-1280,2018
2154,37.0,-1109,2019
2155,42.0,2279,1993
2156,39.0,1444,1994
2157,45.0,1892,1995
2158,38.0,1623,1996
2159,46.0,1294,1997
2160,49.0,1318,1998
2161,47.0,1714,1999
2162,58.0,1117,2000
2163,49.0,2077,2001
2164,42.0,2097,2002
2165,47.0,993,2003
2166,52.0,1243,2004
2167,54.0,1567,2005
2168,56.0,808,2006
2169,54.0,2057,2007
2170,51.0,1080,2008
2171,43.0,-293,2009
2172,47.0,666,2010
2173,47.0,-664,2011
2174,43.0,809,2012
2175,39.0,735,2013
2176,41.0,1437,2014
2177,38.0,955,2015
2178,40.0,2245,2016
2179,40.0,3001,2017
2180,34.0,726,2018
2181,40.0,260,2019
2182,67.0,-499,2000
2183,47.0,-362,2001
2184,45.0,-372,2002
2185,46.0,-336,2003
2186,44.0,-299,2004
2187,45.0,-91,2005
2188,49.0,-186,2006
2189,51.0,51,2007
2190,46.0,169,2008
2191,40.0,-71,2009
2192,44.0,283,2010
2193,45.0,39,2011
2194,42.0,51,2012
2195,38.0,-21,2013
2196,38.0,174,2014
2197,37.0,58,2015
2198,43.0,51,2016
2199,39.0,-162,2017
2200,37.0,-25,2018
2201,42.0,92,2019
2202,52.0,701,2000
2203,48.0,387,2001
2204,43.0,-9,2002
2205,46.0,98,2003
2206,52.0,-121,2004
2207,47.0,345,2005
2208,52.0,-57,2006
2209,41.0,-61,2007
2210,55.0,-860,2008
2211,50.0,-306,2009
2212,53.0,-47,2010
2213,57.0,141,2011
2214,51.0,768,2012
2215,36.0,1073,2013
2216,38.0,726,2014
2217,38.0,446,2015
2218,33.0,209,2016
2219,38.0,52,2017
2220,37.0,116,2018
2221,35.0,-110,2019
2222,55.0,-2029,1993
2223,47.0,-3995,1994
2224,45.0,-1253,1995
2225,52.0,-3586,1996
2226,52.0,512,1997
2227,51.0,1135,1998
2228,71.0,3663,1999
2229,67.0,8024,2000
2230,63.0,5654,2001
2231,60.0,10936,2002
2232,60.0,11106,2003
2233,60.0,9651,2004
2234,61.0,2176,2005
2235,67.0,-7503,2006
2236,64.0,-6148,2007
2237,59.0,-3290,2008
2238,55.0,-2654,2009
2239,54.0,-7473,2010
2240,51.0,-2931,2011
2241,48.0,1433,2012
2242,41.0,4411,2013
2243,44.0,5923,2014
2244,49.0,1544,2015
2245,48.0,560,2016
2246,48.0,148,2017
2247,44.0,688,2018
2248,49.0,883,2019
2249,17.0,-201,1993
2250,10.0,172,1994
2251,6.0,-167,1995
2252,7.0,-130,1996
2253,9.0,242,1997
2254,9.0,261,1998
2255,23.0,125,1999
2256,24.0,-111,2000
2257,17.0,238,2001
2258,20.0,-212,2002
2259,23.0,37,2003
2260,23.0,5,2004
2261,26.0,134,2005
2262,31.0,78,2006
2263,56.0,92,2007
2264,54.0,138,2008
2265,51.0,-36,2009
2266,56.0,262,2010
2267,51.0,497,2011
2268,64.0,436,2012
2269,52.0,111,2013
2270,54.0,235,2014
2271,38.0,183,2015
2272,35.0,-72,2016
2273,40.0,-467,2017
2274,38.0,-154,2018
2275,44.0,-180,2019
2276,71.0,-1468,1998
2277,61.0,-1358,1999
2278,49.0,-1475,2000
2279,44.0,-753,2001
2280,38.0,-361,2002
2281,39.0,-959,2003
2282,45.0,-1106,2004
2283,47.0,-1395,2005
2284,48.0,-994,2006
2285,48.0,-621,2007
2286,44.0,128,2008
